artist_name,count
lucy pearl,1
lambchop,1
rudy mills,1
rene liu,1
colin hay,1
wheatus,1
jill scott,1
everclear,1
jay chou,1
prince far 1,1
joe,1
augustus pablo,1
lee perry & the upsetters,1
the revolutionaries,1
marc anthony,1
smog,1
three plus,1
the reggae boys,1
cat power,1
glen adams,1
carl thomas,1
the comet is coming,1
potatohead people,1
shafiq husayn,1
saves the day,1
eric morris,1
don drummond,1
secret garden,1
craig david,1
alien ant farm,1
rivermaya,1
pandora,1
the avalanches,1
3lw,1
tommy mccook,1
sr-71,1
filter,1
case,1
thriller u,1
leif garrett,1
natalie imbruglia,1
anthony johnson,1
david gray,1
des'ree,1
new age steppers,1
silkk the shocker,1
whispering lion,1
reggae regular,1
vertical horizon,1
duster,1
semisonic,1
swingin' utters,1
the bobby fuller four,1
total,1
junior delgado,1
grandaddy,1
jimmy riley,1
bim sherman,1
triston palma,1
nicole,1
the magnetic fields,1
justin hinds & the dominoes,1
i-roy,1
vitamin c,1
citizen king,1
luciano pavarotti,1
the lillingtons,1
hugh mundell,1
nada surf,1
beanie sigel,1
lit,1
broadcast,1
baccara,1
marvelous 3,1
less than jake,1
frankie j,1
kim waters,1
lily allen,1
44,1
holly cole,1
eddie calvert,1
scissor sisters,1
kenny dorham,1
the brecker brothers,1
rachelle ferrell,1
galliano,1
curtis fuller,1
mark o'connor,1
brass construction,1
matchbook romance,1
rick ross,1
dj krush,1
ben tankard,1
mother earth,1
kruder & dorfmeister,1
cartel,1
kenny kirkland,1
jordin sparks,1
beirut,1
j. holiday,1
bix beiderbecke,1
secondhand serenade,1
branford marsalis,1
cano estremera,1
the last goodnight,1
missy higgins,1
alex bugnon,1
pretty ricky,1
rahsaan roland kirk,1
acoustic alchemy,1
nocturnus,1
red garland trio,1
kid ory,1
sonora ponceña,1
les mccann,1
alain caron,1
september,1
letoya,1
huey,1
gotye,1
anti-flag,1
alvino rey,1
"johnny ""hammond"" smith",1
poncho sanchez,1
michael wong,1
sister hazel,1
freestyle fellowship,1
"tito ""el bambino""",1
biosphere,1
gato barbieri,1
bob berg,1
voxtrot,1
benny goodman trio,1
moodymann,1
quietdrive,1
petey pablo,1
mark whitfield,1
lisa ekdahl,1
nelly furtado,1
cute is what we aim for,1
luis arcaraz y su orquesta,1
fred ho,1
the red jumpsuit apparatus,1
alexi murdoch,1
edge of sanity,1
michel camilo,1
the icicle works,1
jestofunk,1
blue mitchell,1
jan garbarek,1
lennie tristano,1
this providence,1
thom yorke,1
deer tick,1
julian dash,1
silverstein,1
hellogoodbye,1
tarika blue,1
return to forever,1
ebo taylor,1
idris muhammad,1
danity kane,1
azymuth,1
carolina liar,1
the academy is...,1
tito rodriguez,1
"sergio vega ""el shaka""",1
buddy rich,1
david cook,1
steve howe,1
johnny pacheco,1
joanne brackeen,1
gary bartz,1
ashley tisdale,1
kolohe kai,1
asha puthli,1
ned doheny,1
leroy hutson,1
schuyler fisk,1
warpaint,1
rick wakeman,1
bobby hutcherson,1
noah and the whale,1
fania all stars,1
metric,1
don cherry,1
keri hilson,1
a rocket to the moon,1
fever ray,1
bibio,1
freddy cole,1
henri texier,1
kaskade,1
tom browne,1
metro station,1
leona lewis,1
uzeb,1
ray vega,1
timbaland,1
lenny breau,1
glen hansard,1
kalimba,1
george howard,1
marvin santiago,1
2 pistols,1
ray brown trio,1
m.i.a.,1
the-dream,1
lyle mays,1
blue foundation,1
the bird and the bee,1
wes montgomery trio,1
mezzoforte,1
shankar,1
jon mclaughlin,1
dan siegel,1
steve swallow,1
webbie,1
ernestine anderson,1
harvey mason,1
eric hutchinson,1
bernard wright,1
herb alpert,1
pleasure,1
empire of the sun,1
paper lace,1
al di meola,1
scouting for girls,1
rich boy,1
mims,1
barney kessel,1
pat metheny,1
nite flyte,1
american hi-fi,1
the bamboos,1
the knife,1
marc moulin,1
jojo effect,1
malene mortensen,1
scott grooves,1
radio citizen,1
medeski scofield martin & wood,1
lollo meier,1
the juju orchestra,1
pacha massive,1
ike quebec,1
nils landgren funk unit,1
nick cannon,1
eric marienthal,1
girls aloud,1
abbey lincoln,1
alif tree,1
naoki kenji,1
baby bash,1
visioneers,1
robert glasper,1
sola rosa,1
brother ali,1
tv on the radio,1
no blues,1
tito nieves,1
the postal service,1
darondo,1
yeah yeah yeahs,1
euge groove,1
walter beasley,1
murphy lee,1
kelis,1
cyne,1
moka only,1
bob baldwin,1
gypsy swing revue,1
sunn 0))),1
zuco 103,1
gail jhonson,1
sophie milman,1
the rippingtons,1
georgia anne muldrow,1
ancient astronauts,1
jessy j,1
susan wong,1
lack of afro,1
paul brown,1
darren rahn,1
nekta,1
benny berigan,1
dirty honkers,1
cursive,1
christian scott atunde adjuah,1
shigeto,1
eric darius,1
origin,1
nicola conte,1
brenda boykin,1
jane monheit,1
saint privat,1
rodney hunter,1
jessica simpson,1
jackiem joyner,1
gary smith,1
the format,1
alfonso ponticelli,1
sinne eeg,1
sweet trip,1
susie arioli,1
ethel waters,1
the ataris,1
club des belugas,1
paolo fresu,1
yonderboi,1
ann hampton callaway,1
the mountain goats,1
sleepytime gorilla museum,1
raheem devaughn,1
guru's jazzmatazz,1
gotan project,1
keiko matsui,1
quantic,1
jimmy sommers,1
orbient,1
kurt elling,1
monte la rue,1
kankick,1
la sonora matancera,1
"orlando ""cachaíto"" lópez",1
ronny jordan,1
major boys,1
jazzanova,1
hippiehaus,1
wolf parade,1
the mighty bop,1
club 1600,1
dzihan & kamien,1
mulatu astatke,1
kashif,1
fletcher henderson,1
imogen heap,1
o.a.r.,1
anberlin,1
justice system,1
aim,1
esbjörn svensson trio,1
james blunt,1
norman brown,1
sven van hees,1
jimmy scott,1
anna nalick,1
dj food,1
nils landgren,1
georg levin,1
karin krog,1
sporto kantès,1
straylight run,1
richard bona,1
the rh factor,1
tord gustavsen trio,1
regina carter,1
mark rae,1
quo vadis,1
amp fiddler,1
xploding plastix,1
bunk johnson,1
candiria,1
brad mehldau trio,1
anthony wonsey trio,1
susumu yokota,1
fennesz,1
emanon,1
of montreal,1
son boricua,1
fantasia,1
animal collective,1
pain of salvation,1
cæcilie norby,1
minus 8,1
jazzamor,1
michael manson,1
tony allen,1
raven-symoné,1
louie austen,1
sikth,1
midtown,1
keith jarrett trio,1
stigmato inc,1
plej,1
slow train soul,1
oi va voi,1
$uicideboy$,1
